+----------------------+-------------------------------------------------+-----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                   |
| of the Block class in question. The actual final values may be different                         |
| for different states of the block, or they may depend on a TileEntity etc.                       |
+----------------------+-------------------------------------------------+-----------+-------------+
| Mod name             | Registry name                                   |  Hardness |  Resistance |
| Quark                | quark:stained_planks_yellow_slab                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_yellow_slab_double         |      2.00 |       15.00 |
| Quark                | quark:stained_planks_yellow_stairs              |      2.00 |       15.00 |
| Quark                | quark:stone_andesite_bricks_slab                |      0.00 |        0.00 |
| Quark                | quark:stone_andesite_bricks_slab_double         |      0.00 |        0.00 |
| Quark                | quark:stone_andesite_bricks_stairs              |      1.50 |       30.00 |
| Quark                | quark:stone_andesite_bricks_wall                |      0.00 |        0.00 |
| Quark                | quark:stone_andesite_slab                       |      0.00 |        0.00 |
| Quark                | quark:stone_andesite_slab_double                |      0.00 |        0.00 |
| Quark                | quark:stone_andesite_stairs                     |      1.50 |       30.00 |
| Quark                | quark:stone_andesite_wall                       |      0.00 |        0.00 |
| Quark                | quark:stone_basalt_bricks_slab                  |      0.00 |        0.00 |
| Quark                | quark:stone_basalt_bricks_slab_double           |      0.00 |        0.00 |
| Quark                | quark:stone_basalt_bricks_stairs                |      1.50 |       30.00 |
| Quark                | quark:stone_basalt_bricks_wall                  |      0.00 |        0.00 |
| Quark                | quark:stone_basalt_slab                         |      1.50 |       30.00 |
| Quark                | quark:stone_basalt_slab_double                  |      1.50 |       30.00 |
| Quark                | quark:stone_basalt_stairs                       |      1.50 |       30.00 |
| Quark                | quark:stone_diorite_bricks_slab                 |      0.00 |        0.00 |
| Quark                | quark:stone_diorite_bricks_slab_double          |      0.00 |        0.00 |
| Quark                | quark:stone_diorite_bricks_stairs               |      1.50 |       30.00 |
| Quark                | quark:stone_diorite_bricks_wall                 |      0.00 |        0.00 |
| Quark                | quark:stone_diorite_slab                        |      0.00 |        0.00 |
| Quark                | quark:stone_diorite_slab_double                 |      0.00 |        0.00 |
| Quark                | quark:stone_diorite_stairs                      |      1.50 |       30.00 |
| Quark                | quark:stone_diorite_wall                        |      0.00 |        0.00 |
| Quark                | quark:stone_granite_bricks_slab                 |      0.00 |        0.00 |
| Quark                | quark:stone_granite_bricks_slab_double          |      0.00 |        0.00 |
| Quark                | quark:stone_granite_bricks_stairs               |      1.50 |       30.00 |
| Quark                | quark:stone_granite_bricks_wall                 |      0.00 |        0.00 |
| Quark                | quark:stone_granite_slab                        |      0.00 |        0.00 |
| Quark                | quark:stone_granite_slab_double                 |      0.00 |        0.00 |
| Quark                | quark:stone_granite_stairs                      |      1.50 |       30.00 |
| Quark                | quark:stone_granite_wall                        |      0.00 |        0.00 |
| Quark                | quark:stone_limestone_bricks_slab               |      0.00 |        0.00 |
| Quark                | quark:stone_limestone_bricks_slab_double        |      0.00 |        0.00 |
| Quark                | quark:stone_limestone_bricks_stairs             |      1.50 |       30.00 |
| Quark                | quark:stone_limestone_bricks_wall               |      0.00 |        0.00 |
| Quark                | quark:stone_limestone_slab                      |      1.50 |       30.00 |
| Quark                | quark:stone_limestone_slab_double               |      1.50 |       30.00 |
| Quark                | quark:stone_limestone_stairs                    |      1.50 |       30.00 |
| Quark                | quark:stone_marble_bricks_slab                  |      0.00 |        0.00 |
| Quark                | quark:stone_marble_bricks_slab_double           |      0.00 |        0.00 |
| Quark                | quark:stone_marble_bricks_stairs                |      1.50 |       30.00 |
| Quark                | quark:stone_marble_bricks_wall                  |      0.00 |        0.00 |
| Quark                | quark:stone_marble_slab                         |      1.50 |       30.00 |
| Quark                | quark:stone_marble_slab_double                  |      1.50 |       30.00 |
| Quark                | quark:stone_marble_stairs                       |      1.50 |       30.00 |
| Quark                | quark:stone_speleothem                          |      1.50 |        7.50 |
| Quark                | quark:stone_stairs                              |      1.50 |       30.00 |
| Quark                | quark:stone_wall                                |      0.00 |        0.00 |
| Quark                | quark:stonebrick_wall                           |      0.00 |        0.00 |
| Quark                | quark:sturdy_stone                              |      4.00 |       30.00 |
| Quark                | quark:thatch                                    |      0.50 |        2.50 |
| Quark                | quark:thatch_slab                               |      0.50 |        2.50 |
| Quark                | quark:thatch_slab_double                        |      0.50 |        2.50 |
| Quark                | quark:thatch_stairs                             |      0.50 |        2.50 |
| Quark                | quark:turf                                      |      0.60 |        3.00 |
| Quark                | quark:turf_slab                                 |      0.60 |        3.00 |
| Quark                | quark:turf_slab_double                          |      0.60 |        3.00 |
| Quark                | quark:turf_stairs                               |      0.60 |        3.00 |
| Quark                | quark:vertical_planks                           |      2.00 |       15.00 |
| Quark                | quark:vertical_stained_planks                   |      2.00 |       15.00 |
| Quark                | quark:world_stone_bricks                        |      1.50 |       30.00 |
| Quark                | quark:world_stone_carved                        |      1.50 |       30.00 |
| Quark                | quark:world_stone_pavement                      |      1.50 |       30.00 |
| Stone Crafting Table | sct:stone_crafting_table                        |      5.00 |       25.00 |
| The Twilight Forest  | twilightforest:aurora_block                     |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:aurora_pillar                    |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:aurora_slab                      |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:auroralized_glass                |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:block_storage                    |      5.00 |       30.00 |
| The Twilight Forest  | twilightforest:boss_spawner                     |     -1.00 |      100.00 |
| The Twilight Forest  | twilightforest:burnt_thorns                     |      0.01 |        0.00 |
| The Twilight Forest  | twilightforest:castle_brick                     |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_door                      |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_door_vanished             |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_pillar                    |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_rune_brick                |    100.00 |       45.00 |
| The Twilight Forest  | twilightforest:castle_stairs                    |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_stairs_brick              |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_stairs_cracked            |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_stairs_mossy              |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_stairs_worn               |    100.00 |      105.00 |
| The Twilight Forest  | twilightforest:castle_unlock                    |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:cicada                           |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:cinder_furnace                   |      7.00 |       35.00 |
| The Twilight Forest  | twilightforest:cinder_furnace_lit               |      7.00 |       35.00 |
| The Twilight Forest  | twilightforest:cinder_log                       |      1.00 |       10.00 |
| The Twilight Forest  | twilightforest:dark_leaves                      |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:deadrock                         |    100.00 | 18000000.00 |
| The Twilight Forest  | twilightforest:double_aurora_slab               |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:etched_nagastone                 |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:etched_nagastone_mossy           |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:etched_nagastone_weathered       |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:experiment_115                   |      0.50 |        2.50 |
| The Twilight Forest  | twilightforest:fiery_essence                    |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:fire_jet                         |      1.50 |        7.50 |
| The Twilight Forest  | twilightforest:firefly                          |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:firefly_jar                      |      0.30 |        1.50 |
| The Twilight Forest  | twilightforest:fluffy_cloud                     |      0.80 |        4.00 |
| The Twilight Forest  | twilightforest:force_field                      |     -1.00 |    Infinity |
| The Twilight Forest  | twilightforest:giant_cobblestone                |    128.00 |       30.00 |
| The Twilight Forest  | twilightforest:giant_leaves                     |     12.80 |       64.00 |
| The Twilight Forest  | twilightforest:giant_log                        |    128.00 |      640.00 |
| The Twilight Forest  | twilightforest:giant_obsidian                   | 204800.00 | 24576000.00 |
| The Twilight Forest  | twilightforest:hedge                            |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:huge_lilypad                     |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:huge_mushgloom                   |      0.20 |        1.00 |
| The Twilight Forest  | twilightforest:huge_stalk                       |      1.25 |       21.00 |
| The Twilight Forest  | twilightforest:huge_waterlily                   |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:knightmetal_block                |      5.00 |      123.00 |
| The Twilight Forest  | twilightforest:lapis_block                      |      3.00 |       15.00 |
| The Twilight Forest  | twilightforest:magic_leaves                     |      0.20 |        1.00 |
| The Twilight Forest  | twilightforest:magic_log                        |      2.00 |       10.00 |
| The Twilight Forest  | twilightforest:magic_log_core                   |      2.00 |       10.00 |
| The Twilight Forest  | twilightforest:maze_stone                       |    100.00 |       15.00 |
| The Twilight Forest  | twilightforest:miniature_structure              |      0.75 |        3.75 |
| The Twilight Forest  | twilightforest:molten_fierymetal                |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:molten_knightmetal               |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:moonworm                         |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:naga_stone                       |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_pillar                 |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_pillar_mossy           |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_pillar_weathered       |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_stairs                 |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_stairs_mossy           |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:nagastone_stairs_weathered       |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:root                             |      2.00 |       10.00 |
| The Twilight Forest  | twilightforest:slider                           |      2.00 |       30.00 |
| The Twilight Forest  | twilightforest:spiral_bricks                    |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:stronghold_shield                |     -1.00 | 18000000.00 |
| The Twilight Forest  | twilightforest:thorn_rose                       |     10.00 |       50.00 |
| The Twilight Forest  | twilightforest:thorns                           |     50.00 |     6000.00 |
| The Twilight Forest  | twilightforest:tower_device                     |     10.00 |      105.00 |
| The Twilight Forest  | twilightforest:tower_translucent                |     50.00 |     6000.00 |
| The Twilight Forest  | twilightforest:tower_wood                       |     40.00 |       30.00 |
| The Twilight Forest  | twilightforest:trollber                         |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:trollsteinn                      |      2.00 |       45.00 |
| The Twilight Forest  | twilightforest:trollvidr                        |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:trophy                           |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:trophy_pedestal                  |      2.00 |     6000.00 |
| The Twilight Forest  | twilightforest:twilight_leaves                  |      0.20 |        1.00 |
| The Twilight Forest  | twilightforest:twilight_leaves_3                |      0.20 |        1.00 |
| The Twilight Forest  | twilightforest:twilight_log                     |      2.00 |       10.00 |
| The Twilight Forest  | twilightforest:twilight_plant                   |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:twilight_portal                  |     -1.00 |        0.00 |
| The Twilight Forest  | twilightforest:twilight_sapling                 |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:uberous_soil                     |      0.60 |        3.00 |
| The Twilight Forest  | twilightforest:uncrafting_table                 |      2.50 |       12.50 |
| The Twilight Forest  | twilightforest:underbrick                       |      1.50 |       30.00 |
| The Twilight Forest  | twilightforest:unripe_trollber                  |      0.00 |        0.00 |
| The Twilight Forest  | twilightforest:wispy_cloud                      |      0.30 |        1.50 |
+----------------------+-------------------------------------------------+-----------+-------------+
| Mod name             | Registry name                                   |  Hardness |  Resistance |
+----------------------+-------------------------------------------------+-----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                   |
| of the Block class in question. The actual final values may be different                         |
| for different states of the block, or they may depend on a TileEntity etc.                       |
+----------------------+-------------------------------------------------+-----------+-------------+
